Name,Hangzhou,Huzhou,Jiaxing,Jinhua,Lishui,Ningbo,Shaoxing,Taizhou,Wenzhou
SRR14852579.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862517.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852159.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852300.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862518.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852331.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852413.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852486.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852112.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852207.result.fasta,1,0,0,0,0,0,0,0,0
N_512,1,6.32E-141,4.45E-188,1.55E-196,1.52E-144,1.26E-171,5.87E-143,2.01E-183,1.68E-181
SRR14852255.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852473.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852476.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852311.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862548.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852500.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852258.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852356.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862557.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852265.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852327.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862619.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852472.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852492.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852295.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852334.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852237.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862574.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852186.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852304.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852297.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862515.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852554.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852495.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852194.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852551.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852208.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852163.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852581.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862521.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852502.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852430.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852538.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852461.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852358.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852475.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852282.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852555.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852308.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862568.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862527.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852193.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862524.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852241.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852254.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852324.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852451.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852471.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852459.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852174.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852457.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852260.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862567.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852468.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852247.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862559.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852294.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852138.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852231.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852161.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862613.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852309.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862610.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852466.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852299.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852479.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862603.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852431.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862512.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852181.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852263.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862496.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852301.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862514.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852527.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852572.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852328.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852575.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852296.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862621.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852141.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852172.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852549.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862620.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852326.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852306.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852329.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852330.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852460.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852160.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852111.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852497.result.fasta,1,0,0,0,0,0,0,0,0
